35,-1,625.35,165.82,690.09,309.67,0.75,0
37,-1,612.99,160.16,674.66,308.30,0.78,0
40,-1,597.46,166.63,655.68,310.11,0.80,0
41,-1,595.20,163.80,653.41,311.28,0.77,0
42,-1,591.03,169.64,660.59,315.01,0.83,0
43,-1,591.64,173.95,653.97,317.72,0.82,0
44,-1,593.81,173.15,655.37,313.27,0.83,0
45,-1,598.25,173.10,653.59,311.86,0.84,0
46,-1,599.52,169.70,663.81,315.09,0.83,0
47,-1,604.73,171.84,668.24,319.90,0.83,0
48,-1,612.62,171.31,672.46,318.01,0.80,0
49,-1,622.91,171.06,680.21,317.46,0.79,0
49,-1,831.78,158.50,967.82,222.38,0.63,2
50,-1,628.81,172.73,690.26,315.73,0.77,0
50,-1,850.70,160.37,957.58,222.93,0.70,2
50,-1,990.33,149.19,1027.93,221.76,0.63,2
51,-1,639.57,171.09,700.92,311.35,0.82,0
51,-1,1016.54,148.07,1063.07,221.70,0.73,2
51,-1,871.55,158.29,980.74,225.03,0.60,2
52,-1,648.51,172.93,712.10,321.13,0.82,0
52,-1,890.59,158.31,986.77,226.48,0.66,2
53,-1,659.84,172.61,719.36,325.04,0.77,0
53,-1,910.43,158.46,1025.30,229.71,0.77,2
53,-1,1067.92,146.13,1140.20,227.54,0.65,2
54,-1,672.32,168.68,733.47,323.53,0.79,0
54,-1,930.65,157.25,1049.27,230.32,0.68,2
55,-1,686.63,168.35,745.17,307.39,0.73,0
56,-1,701.80,171.44,762.30,304.42,0.76,0
56,-1,1148.12,145.04,1241.32,232.48,0.68,2
57,-1,718.21,170.31,774.75,329.59,0.71,0
58,-1,736.01,171.13,791.25,322.29,0.81,0
58,-1,1014.60,151.10,1200.89,237.68,0.68,2
58,-1,1205.32,143.93,1241.50,234.16,0.64,2
59,-1,751.24,168.58,807.59,319.24,0.72,0
59,-1,823.71,153.09,959.66,237.08,0.73,2
60,-1,770.91,171.26,826.06,310.09,0.77,0
60,-1,1050.28,151.56,1240.37,238.80,0.68,2
60,-1,845.28,153.88,986.96,236.76,0.65,2
61,-1,786.61,171.65,845.48,304.54,0.69,0
61,-1,869.25,153.23,1012.87,238.23,0.67,2
61,-1,1068.35,155.26,1190.25,243.48,0.67,2
62,-1,803.96,168.92,866.35,324.53,0.73,0
62,-1,1085.16,149.83,1241.45,245.86,0.83,2
62,-1,891.49,153.04,1040.45,238.67,0.73,2
63,-1,819.37,165.65,886.64,315.65,0.80,0
63,-1,1100.31,151.76,1241.28,247.30,0.89,2
63,-1,909.39,152.71,1065.63,237.88,0.74,2
64,-1,837.37,165.73,903.42,309.74,0.80,0
64,-1,1115.04,152.22,1241.35,249.38,0.88,2
64,-1,932.75,152.84,1092.46,238.24,0.67,2
65,-1,856.63,167.25,921.91,308.42,0.76,0
65,-1,1127.52,151.49,1240.34,253.56,0.86,2
65,-1,955.32,153.73,1112.88,238.95,0.62,2
66,-1,877.30,168.67,939.85,297.59,0.79,0
66,-1,1141.01,152.90,1241.58,254.85,0.89,2
66,-1,971.37,154.68,1137.14,240.65,0.69,2
67,-1,897.01,169.04,957.24,310.82,0.81,0
67,-1,1147.09,156.53,1241.35,255.02,0.87,2
67,-1,993.03,157.06,1155.95,244.27,0.65,2
68,-1,914.73,169.96,976.81,316.31,0.79,0
68,-1,1155.75,159.10,1241.38,261.34,0.85,2
68,-1,1011.25,159.21,1168.09,246.90,0.73,2
69,-1,930.02,168.77,989.36,315.33,0.78,0
69,-1,1163.42,159.28,1241.32,266.05,0.84,2
69,-1,1027.37,158.82,1181.46,245.32,0.80,2
70,-1,947.25,167.90,1005.63,316.44,0.77,0
70,-1,1168.77,157.86,1241.37,262.33,0.76,2
70,-1,1042.00,158.30,1191.35,242.52,0.66,2
71,-1,960.47,168.06,1018.19,305.63,0.79,0
72,-1,969.72,166.85,1029.69,319.24,0.74,0
72,-1,1174.35,157.02,1241.40,265.10,0.65,2
73,-1,977.20,166.61,1038.20,310.03,0.75,0
73,-1,1173.84,157.97,1241.42,265.61,0.74,2
73,-1,1080.47,157.27,1213.64,242.06,0.60,2
74,-1,985.00,167.46,1044.49,315.13,0.84,0
74,-1,1173.63,158.10,1241.69,270.74,0.73,2
74,-1,1089.11,157.70,1208.90,242.14,0.68,2
75,-1,988.76,168.44,1047.23,308.05,0.84,0
75,-1,1167.76,160.18,1241.34,270.82,0.75,2
75,-1,1096.10,159.42,1209.50,239.97,0.74,2
76,-1,990.62,169.33,1048.17,296.09,0.77,0
76,-1,830.01,173.32,852.83,235.10,0.68,0
76,-1,1164.66,160.53,1241.33,274.88,0.83,2
76,-1,1100.59,161.28,1202.95,242.29,0.69,2
77,-1,989.95,170.28,1048.28,295.67,0.74,0
77,-1,817.70,173.06,840.69,237.57,0.68,0
77,-1,1158.45,162.33,1241.33,283.51,0.80,2
77,-1,1102.25,163.50,1196.60,240.81,0.66,2
78,-1,992.74,172.58,1048.37,306.77,0.76,0
78,-1,804.72,175.48,828.40,238.02,0.62,0
78,-1,1152.66,164.18,1241.30,285.88,0.80,2
78,-1,1105.44,165.93,1186.30,244.24,0.75,2
79,-1,991.22,171.94,1044.59,312.40,0.82,0
79,-1,791.84,176.69,815.16,241.72,0.74,0
79,-1,1143.28,164.48,1241.26,284.81,0.84,2
79,-1,1107.14,166.69,1178.23,243.86,0.67,2
80,-1,988.18,173.44,1040.75,306.96,0.80,0
80,-1,776.89,177.21,800.69,245.81,0.75,0
80,-1,1135.24,162.27,1241.35,284.60,0.86,2
81,-1,761.33,178.12,785.84,247.94,0.76,0
81,-1,980.48,177.03,1035.37,295.94,0.71,0
81,-1,1126.23,165.03,1241.64,295.77,0.84,2
81,-1,1102.51,169.22,1161.86,244.79,0.67,2
82,-1,975.14,179.39,1028.73,292.16,0.79,0
82,-1,745.60,178.83,771.32,249.54,0.74,0
82,-1,1118.01,163.88,1241.60,300.27,0.86,2
82,-1,1098.58,170.38,1151.45,245.53,0.67,2
83,-1,968.51,177.82,1021.84,300.01,0.81,0
83,-1,729.60,178.06,756.94,250.13,0.68,0
83,-1,1108.55,162.33,1241.62,300.90,0.83,2
83,-1,1091.10,169.88,1137.44,242.49,0.60,2
84,-1,959.57,176.31,1012.76,300.87,0.85,0
84,-1,714.06,177.71,738.35,250.42,0.64,0
84,-1,1099.02,158.49,1241.24,303.83,0.83,2
85,-1,951.18,175.11,1004.62,302.73,0.79,0
85,-1,696.76,176.83,722.38,250.54,0.63,0
85,-1,1091.06,156.74,1241.40,303.06,0.86,2
86,-1,944.89,177.20,993.28,287.53,0.75,0
86,-1,678.88,178.36,706.00,253.16,0.64,0
86,-1,1080.66,155.66,1241.59,308.42,0.86,2
86,-1,1019.65,183.46,1069.61,218.63,0.71,2
87,-1,936.93,180.12,983.83,284.14,0.78,0
87,-1,1072.67,156.61,1241.36,313.84,0.77,2
87,-1,998.81,183.64,1058.42,221.20,0.65,2
88,-1,928.55,181.54,973.42,289.86,0.74,0
88,-1,1063.40,158.32,1241.30,320.45,0.70,2
88,-1,981.30,183.24,1044.79,217.71,0.61,2
89,-1,921.00,177.58,964.35,290.72,0.76,0
89,-1,1058.33,154.04,1241.46,325.09,0.73,2
89,-1,1034.79,170.82,1070.06,234.37,0.63,2
90,-1,912.80,179.01,957.42,288.00,0.78,0
90,-1,1023.33,169.82,1061.67,232.37,0.62,2
91,-1,904.58,180.14,949.45,276.13,0.73,0
91,-1,1009.94,169.80,1054.57,230.88,0.73,2
92,-1,896.51,180.14,940.30,281.95,0.73,0
92,-1,1038.97,150.98,1241.54,333.11,0.77,2
92,-1,997.00,171.95,1041.78,232.55,0.67,2
93,-1,886.85,180.81,934.45,287.10,0.72,0
93,-1,544.61,176.27,577.49,272.47,0.63,0
93,-1,1029.18,148.03,1241.73,336.82,0.87,2
93,-1,983.74,170.87,1035.61,230.23,0.70,2
94,-1,876.61,177.20,928.02,287.58,0.71,0
94,-1,523.46,175.03,557.43,274.22,0.62,0
94,-1,1023.09,147.89,1241.37,340.41,0.87,2
94,-1,971.51,168.94,1026.04,227.44,0.82,2
95,-1,875.22,177.97,920.09,289.34,0.65,0
95,-1,1018.84,145.40,1241.53,356.32,0.87,2
95,-1,957.23,170.66,1015.46,228.00,0.78,2
96,-1,476.85,174.23,512.00,278.80,0.68,0
96,-1,868.97,182.87,914.72,267.40,0.62,0
96,-1,1016.02,149.40,1240.98,369.09,0.84,2
96,-1,942.90,173.71,999.30,228.91,0.72,2
96,-1,835.89,182.04,885.16,224.95,0.61,2
97,-1,864.30,180.49,907.26,282.68,0.76,0
97,-1,450.28,173.37,487.16,285.33,0.65,0
97,-1,1019.91,150.96,1240.97,370.65,0.83,2
97,-1,926.96,175.86,982.32,229.53,0.75,2
97,-1,819.68,182.47,867.75,223.22,0.62,2
98,-1,421.18,171.85,459.98,288.08,0.73,0
98,-1,858.07,181.23,902.22,278.16,0.71,0
98,-1,1018.16,153.21,1241.18,371.21,0.87,2
98,-1,909.42,174.92,966.63,229.00,0.77,2
98,-1,801.54,185.40,849.41,223.48,0.66,2
98,-1,963.03,183.94,993.96,214.88,0.63,2
99,-1,851.92,181.07,896.01,286.01,0.77,0
99,-1,390.11,172.31,431.39,294.03,0.73,0
99,-1,891.25,174.82,947.88,227.22,0.77,2
99,-1,970.12,140.88,1241.40,369.24,0.69,2
99,-1,785.93,181.64,836.57,222.59,0.64,2
100,-1,847.98,181.13,889.51,279.80,0.74,0
100,-1,352.89,171.13,399.60,300.26,0.70,0
100,-1,879.01,174.59,930.35,226.29,0.75,2
100,-1,766.43,181.18,818.14,223.59,0.63,2
100,-1,945.10,185.19,978.63,218.24,0.60,2
101,-1,841.09,179.96,884.05,276.69,0.69,0
101,-1,313.65,168.97,365.67,255.38,0.64,0
101,-1,749.07,180.49,801.41,220.99,0.68,2
101,-1,862.65,173.33,913.08,224.28,0.64,2
101,-1,928.10,183.94,970.85,218.09,0.63,2
102,-1,265.90,166.47,325.20,261.70,0.74,0
102,-1,836.92,177.03,881.90,276.92,0.70,0
102,-1,937.96,185.71,972.96,227.26,0.75,2
102,-1,847.25,172.13,894.98,221.53,0.61,2
103,-1,834.11,178.36,878.77,277.90,0.66,0
103,-1,923.62,186.81,970.84,227.54,0.84,2
103,-1,894.84,181.42,937.37,215.64,0.64,2
104,-1,165.34,161.44,231.62,339.93,0.82,0
104,-1,830.32,178.67,878.53,277.00,0.70,0
104,-1,906.73,187.63,954.95,227.33,0.83,2
104,-1,941.28,189.38,972.23,236.74,0.79,2
104,-1,811.28,174.07,858.58,220.87,0.71,2
104,-1,878.53,182.59,922.52,216.96,0.70,2
104,-1,699.33,178.66,749.74,225.93,0.67,2
105,-1,95.95,161.23,171.93,362.36,0.81,0
105,-1,827.87,179.82,868.88,268.56,0.75,0
105,-1,927.64,189.33,972.69,238.54,0.84,2
105,-1,890.88,188.90,940.44,229.16,0.80,2
105,-1,795.20,174.23,841.09,221.68,0.78,2
105,-1,865.41,183.57,906.78,217.56,0.71,2
105,-1,682.67,179.07,732.86,225.90,0.61,2
106,-1,5.53,158.02,101.55,372.13,0.84,0
106,-1,826.35,180.99,864.10,275.79,0.76,0
106,-1,912.72,188.20,975.42,239.68,0.85,2
106,-1,878.70,188.67,927.11,229.49,0.78,2
106,-1,776.83,174.17,828.46,220.44,0.77,2
107,-1,822.05,180.67,862.98,277.42,0.76,0
107,-1,899.44,187.84,979.67,242.75,0.85,2
107,-1,864.10,188.08,911.08,231.64,0.74,2
107,-1,760.41,174.28,809.17,220.92,0.70,2
108,-1,820.75,181.91,858.83,282.45,0.72,0
108,-1,886.26,187.89,989.05,245.08,0.87,2
108,-1,855.98,187.99,899.28,231.20,0.72,2
108,-1,744.29,174.02,793.30,220.82,0.71,2
108,-1,632.18,181.77,684.63,230.48,0.71,2
109,-1,819.43,180.81,855.08,278.54,0.72,0
109,-1,877.37,188.52,974.29,245.64,0.84,2
109,-1,728.08,173.85,777.75,220.01,0.75,2
109,-1,847.53,189.43,888.26,230.76,0.72,2
110,-1,814.56,181.27,849.55,281.93,0.65,0
110,-1,864.26,187.74,965.99,244.47,0.83,2
110,-1,711.59,172.82,764.22,218.33,0.78,2
110,-1,789.28,181.32,824.68,220.62,0.64,2
110,-1,600.28,178.80,653.67,231.72,0.63,2
111,-1,807.01,179.07,843.10,273.63,0.69,0
111,-1,854.94,187.47,954.68,245.06,0.85,2
111,-1,772.77,180.90,812.99,218.99,0.74,2
111,-1,696.12,171.75,745.42,216.54,0.65,2
111,-1,747.13,181.28,778.11,212.32,0.63,2
112,-1,797.25,178.47,837.33,276.68,0.73,0
112,-1,112.14,182.70,250.28,270.28,0.89,2
112,-1,842.59,186.92,944.75,245.10,0.82,2
112,-1,680.61,170.17,726.14,214.64,0.68,2
112,-1,758.66,180.08,803.38,217.27,0.67,2
113,-1,788.48,178.22,837.20,275.88,0.64,0
113,-1,54.43,183.10,233.72,277.23,0.87,2
113,-1,831.84,185.43,934.28,244.14,0.85,2
113,-1,745.18,179.15,795.33,217.79,0.67,2
113,-1,664.94,169.44,712.11,213.54,0.62,2
114,-1,787.63,178.95,827.52,262.97,0.62,0
114,-1,0.14,181.56,206.67,287.29,0.87,2
114,-1,823.55,186.20,925.60,246.11,0.84,2
114,-1,650.59,169.80,697.44,213.40,0.71,2
114,-1,535.38,175.92,593.65,226.38,0.66,2
114,-1,734.84,179.67,782.81,217.42,0.66,2
115,-1,0.51,187.48,198.57,295.71,0.87,2
115,-1,814.06,186.38,918.84,247.74,0.83,2
115,-1,722.60,179.73,774.32,218.18,0.76,2
115,-1,637.92,170.59,684.47,212.79,0.68,2
115,-1,695.68,180.16,727.35,212.81,0.63,2
116,-1,770.89,178.97,812.23,275.61,0.64,0
116,-1,806.47,187.25,910.79,252.02,0.87,2
116,-1,0.80,185.66,181.41,291.49,0.78,2
116,-1,709.83,179.85,762.71,220.78,0.74,2
116,-1,503.74,175.73,567.35,227.58,0.72,2
116,-1,623.07,170.42,669.05,213.25,0.61,2
117,-1,761.13,181.54,802.30,273.20,0.65,0
117,-1,799.53,188.06,904.39,256.01,0.85,2
117,-1,0.62,190.48,160.55,315.13,0.79,2
117,-1,695.37,180.22,749.84,222.66,0.74,2
117,-1,608.78,172.34,654.22,213.96,0.61,2
118,-1,748.45,183.45,787.26,275.92,0.65,0
118,-1,791.13,189.90,896.90,256.94,0.88,2
118,-1,0.46,212.98,134.17,319.33,0.79,2
118,-1,468.42,177.80,537.25,235.25,0.63,2
118,-1,594.04,172.47,639.16,213.49,0.62,2
119,-1,736.68,182.15,774.17,278.49,0.67,0
119,-1,782.62,189.74,893.10,260.17,0.87,2
119,-1,0.62,242.61,104.22,330.51,0.76,2
119,-1,675.43,182.05,726.74,224.41,0.74,2
119,-1,579.38,172.38,624.19,213.67,0.61,2
120,-1,721.95,182.64,761.88,274.85,0.72,0
120,-1,775.08,189.44,884.74,262.97,0.89,2
120,-1,660.75,180.66,715.86,227.24,0.79,2
120,-1,0.36,249.98,66.06,341.63,0.75,2
120,-1,433.67,179.32,505.71,233.73,0.64,2
120,-1,564.29,171.80,608.73,212.90,0.63,2
120,-1,633.28,182.89,668.76,217.29,0.61,2
121,-1,709.13,181.99,747.69,274.59,0.67,0
121,-1,766.51,189.52,879.57,267.09,0.87,2
121,-1,548.66,171.59,593.16,213.09,0.67,2
121,-1,654.86,181.62,701.35,227.13,0.67,2
121,-1,733.27,189.61,774.26,240.49,0.61,2
122,-1,690.05,181.56,731.72,275.01,0.70,0
122,-1,757.66,190.20,872.67,267.22,0.87,2
122,-1,633.26,181.30,690.84,227.51,0.78,2
122,-1,396.20,178.51,473.17,234.37,0.67,2
122,-1,715.50,189.41,766.54,242.72,0.62,2
122,-1,607.64,182.23,643.01,219.23,0.61,2
123,-1,672.59,180.12,717.83,274.07,0.70,0
123,-1,748.47,189.98,866.44,270.40,0.89,2
123,-1,620.81,182.10,677.17,228.03,0.76,2
123,-1,516.21,170.32,560.94,211.33,0.73,2
123,-1,372.90,179.77,449.64,235.67,0.71,2
123,-1,702.04,189.75,758.21,244.29,0.68,2
123,-1,593.00,182.44,632.83,218.71,0.63,2
124,-1,657.22,179.99,696.97,272.72,0.67,0
124,-1,740.37,189.21,860.19,271.59,0.89,2
124,-1,351.85,179.47,436.81,238.53,0.71,2
124,-1,612.03,182.07,663.13,228.22,0.71,2
124,-1,500.52,170.51,543.59,211.35,0.66,2
124,-1,682.65,189.48,749.17,246.95,0.65,2
125,-1,638.55,180.67,678.17,267.69,0.72,0
125,-1,729.66,188.95,853.90,272.46,0.89,2
125,-1,484.69,169.71,527.79,210.91,0.74,2
125,-1,666.96,187.81,740.07,249.33,0.74,2
125,-1,326.79,182.12,408.57,240.17,0.67,2
125,-1,564.90,181.46,603.60,220.05,0.65,2
125,-1,598.66,180.09,648.26,228.91,0.61,2
126,-1,615.91,178.58,656.34,270.35,0.70,0
126,-1,724.17,187.65,850.51,276.86,0.90,2
126,-1,649.45,187.00,733.33,251.52,0.86,2
126,-1,311.73,183.54,382.82,244.69,0.74,2
126,-1,581.44,179.58,627.42,229.46,0.68,2
126,-1,551.32,181.30,591.68,219.69,0.66,2
126,-1,470.51,169.58,512.75,211.03,0.65,2
127,-1,716.49,186.39,845.84,279.16,0.89,2
127,-1,635.42,186.24,723.76,254.65,0.83,2
127,-1,455.68,169.71,496.95,211.01,0.74,2
127,-1,281.78,183.85,377.64,250.08,0.71,2
127,-1,538.52,181.51,579.49,220.96,0.68,2
128,-1,581.50,180.50,620.42,269.99,0.61,0
128,-1,713.66,185.33,845.23,281.77,0.90,2
128,-1,618.15,185.59,720.44,255.20,0.86,2
128,-1,443.80,169.48,485.38,211.26,0.76,2
128,-1,254.57,186.25,356.67,254.06,0.73,2
128,-1,529.01,182.14,569.91,222.54,0.61,2
129,-1,564.35,180.46,605.74,267.53,0.64,0
129,-1,713.28,185.39,850.18,287.86,0.91,2
129,-1,608.88,186.63,718.40,258.25,0.87,2
129,-1,435.35,170.60,476.44,213.27,0.69,2
129,-1,234.39,189.95,341.05,262.94,0.66,2
129,-1,296.24,180.21,363.74,236.82,0.63,2
130,-1,550.09,181.42,591.06,271.04,0.73,0
130,-1,714.49,185.16,856.32,293.01,0.91,2
130,-1,602.81,187.72,722.55,262.01,0.90,2
130,-1,283.46,184.34,354.87,239.41,0.72,2
130,-1,428.64,174.20,470.05,214.83,0.63,2
130,-1,215.26,192.80,326.98,265.33,0.61,2
131,-1,540.20,183.08,578.20,274.72,0.75,0
131,-1,717.92,185.73,866.76,300.13,0.92,2
131,-1,599.13,189.01,724.16,266.57,0.89,2
131,-1,195.71,195.55,316.39,274.21,0.81,2
131,-1,274.07,185.38,345.49,245.16,0.70,2
131,-1,422.17,175.96,463.36,217.77,0.66,2
132,-1,529.26,183.90,568.94,275.40,0.73,0
132,-1,725.39,186.19,880.50,309.10,0.91,2
132,-1,599.02,189.43,726.76,270.56,0.89,2
132,-1,174.68,199.12,306.34,280.66,0.84,2
132,-1,420.19,177.82,458.61,218.37,0.73,2
132,-1,265.15,188.45,334.76,252.07,0.68,2
132,-1,553.16,182.95,611.70,233.81,0.64,2
133,-1,522.47,183.41,558.76,273.28,0.70,0
133,-1,734.97,185.92,897.36,315.19,0.90,2
133,-1,601.14,190.01,735.70,276.42,0.89,2
133,-1,161.84,202.27,296.38,287.01,0.75,2
133,-1,550.92,183.29,615.52,242.55,0.74,2
133,-1,254.91,189.32,325.10,254.05,0.69,2
133,-1,419.43,178.44,455.80,219.83,0.63,2
134,-1,514.89,184.09,555.47,273.83,0.71,0
134,-1,605.32,188.07,746.78,279.33,0.90,2
134,-1,750.90,185.34,921.32,324.46,0.89,2
134,-1,138.68,199.93,291.25,291.62,0.76,2
134,-1,547.78,181.04,619.95,247.18,0.75,2
134,-1,257.56,190.18,321.40,258.07,0.65,2
134,-1,420.92,176.63,458.42,217.44,0.62,2
135,-1,511.78,180.63,551.62,272.95,0.74,0
135,-1,611.94,185.27,762.43,282.16,0.90,2
135,-1,770.88,181.76,960.13,332.08,0.90,2
135,-1,550.90,178.64,628.67,247.09,0.81,2
135,-1,127.22,199.02,286.24,291.80,0.81,2
135,-1,244.45,185.50,316.14,258.23,0.68,2
135,-1,424.11,174.74,463.00,213.44,0.61,2
135,-1,312.73,188.91,341.54,230.29,0.61,2
136,-1,506.37,177.47,548.39,268.35,0.78,0
136,-1,618.79,182.65,779.88,284.80,0.90,2
136,-1,113.59,197.40,282.41,297.39,0.89,2
136,-1,793.88,179.26,1003.54,345.28,0.89,2
136,-1,550.94,176.29,635.84,243.30,0.83,2
136,-1,429.68,171.23,466.60,210.34,0.75,2
136,-1,243.61,184.60,321.21,259.29,0.74,2
136,-1,311.26,186.91,345.39,233.95,0.71,2
137,-1,506.82,175.61,550.65,267.51,0.75,0
137,-1,629.04,179.52,801.59,289.09,0.90,2
137,-1,823.37,175.59,1061.71,359.93,0.90,2
137,-1,100.67,197.03,279.58,301.78,0.89,2
137,-1,561.34,173.93,650.84,244.34,0.84,2
137,-1,243.29,182.43,326.48,259.55,0.76,2
137,-1,313.56,186.76,352.87,232.99,0.74,2
137,-1,436.14,169.81,473.05,208.61,0.70,2
138,-1,513.57,174.39,551.96,264.63,0.80,0
138,-1,862.02,175.32,1140.37,371.56,0.92,2
138,-1,639.88,179.92,829.13,293.69,0.91,2
138,-1,87.43,196.75,279.31,304.62,0.89,2
138,-1,568.53,172.22,661.99,246.92,0.87,2
138,-1,241.28,180.81,326.50,259.98,0.76,2
138,-1,318.52,186.02,356.24,234.44,0.70,2
138,-1,445.54,169.36,480.70,206.50,0.60,2
139,-1,516.88,175.49,554.18,264.26,0.74,0
139,-1,908.82,175.19,1241.55,370.68,0.93,2
139,-1,653.07,180.58,859.43,304.81,0.91,2
139,-1,77.28,196.57,278.33,311.04,0.91,2
139,-1,578.35,172.53,677.39,248.62,0.85,2
139,-1,242.63,180.25,329.60,260.56,0.78,2
139,-1,319.57,185.61,362.97,236.15,0.70,2
139,-1,453.99,168.58,488.67,205.97,0.67,2
140,-1,521.74,175.33,561.22,267.32,0.73,0
140,-1,670.41,182.88,894.71,316.93,0.92,2
140,-1,956.61,178.73,1241.15,370.36,0.92,2
140,-1,48.17,196.62,277.47,317.89,0.91,2
140,-1,589.58,173.24,692.27,250.86,0.87,2
140,-1,246.61,180.81,333.51,260.69,0.74,2
140,-1,557.82,178.68,603.11,230.74,0.65,2
140,-1,327.64,186.44,371.30,236.60,0.62,2
141,-1,524.24,175.38,562.49,266.98,0.72,0
141,-1,1005.36,180.36,1241.37,370.18,0.92,2
141,-1,34.40,200.41,274.01,327.09,0.92,2
141,-1,686.29,183.92,937.29,329.96,0.92,2
141,-1,600.75,174.34,710.95,257.15,0.87,2
141,-1,240.30,182.55,336.73,265.70,0.80,2
141,-1,332.80,186.60,378.38,230.92,0.64,2
141,-1,567.80,180.76,617.86,235.52,0.62,2
142,-1,528.54,178.93,566.00,259.66,0.67,0
142,-1,6.96,202.64,270.97,335.36,0.92,2
142,-1,701.70,185.31,981.81,347.03,0.91,2
142,-1,1077.81,187.76,1241.33,372.31,0.89,2
142,-1,610.59,174.62,725.19,259.29,0.86,2
142,-1,234.54,183.10,339.57,272.19,0.76,2
142,-1,579.50,181.17,625.98,237.56,0.71,2
142,-1,335.27,187.26,385.54,234.48,0.68,2
143,-1,536.01,176.35,570.33,265.61,0.71,0
143,-1,716.38,187.04,1044.97,367.54,0.93,2
143,-1,0.00,203.50,264.89,347.82,0.91,2
143,-1,623.05,175.22,743.11,264.34,0.87,2
143,-1,1169.50,233.04,1241.62,372.65,0.82,2
143,-1,232.14,182.31,341.08,277.91,0.82,2
143,-1,336.20,193.20,372.78,246.49,0.73,2
143,-1,588.70,180.64,640.12,242.39,0.72,2
143,-1,342.12,188.44,392.33,232.93,0.69,2
144,-1,541.21,175.96,576.40,265.73,0.75,0
144,-1,743.51,189.30,1124.92,371.14,0.94,2
144,-1,1.04,203.96,258.78,353.21,0.91,2
144,-1,634.61,175.64,764.32,269.19,0.89,2
144,-1,227.55,181.66,344.81,285.00,0.82,2
144,-1,349.29,187.22,399.63,234.17,0.75,2
144,-1,336.70,193.47,376.79,250.91,0.73,2
144,-1,603.21,181.22,651.42,245.53,0.67,2
144,-1,501.11,171.05,535.00,205.73,0.66,2
145,-1,545.27,175.49,579.31,264.96,0.81,0
145,-1,767.72,191.96,1213.81,369.55,0.93,2
145,-1,0.00,203.69,250.30,366.39,0.92,2
145,-1,647.36,174.73,785.06,272.44,0.90,2
145,-1,220.27,181.66,345.37,286.95,0.86,2
145,-1,338.46,193.22,379.49,251.83,0.79,2
145,-1,611.46,180.61,666.57,245.81,0.78,2
145,-1,354.57,186.70,404.69,233.73,0.76,2
146,-1,550.94,174.12,586.24,261.93,0.78,0
146,-1,886.98,159.36,926.70,205.94,0.69,0
146,-1,0.15,203.63,239.86,372.08,0.93,2
146,-1,793.14,193.51,1241.35,368.31,0.92,2
146,-1,659.18,172.57,806.01,278.41,0.88,2
146,-1,206.45,181.39,345.83,289.07,0.87,2
146,-1,336.71,192.42,387.11,252.56,0.79,2
146,-1,358.29,185.59,410.12,230.68,0.75,2
146,-1,618.62,180.38,679.84,246.31,0.75,2
147,-1,555.68,169.94,595.09,263.12,0.80,0
